: gram2-opposite
ymwybodol anymwybodol onest anonest
mater materion ystlum ystlumod
mater materion cyfres cyfresi
mater materion rhes rhesi
mater materion eglwys eglwysi
mater materion clogwyn clogwyni
mater materion amlen amlenni
mater materion tunell tunelli
mater materion treth trethi
mater materion tref trefi
mater materion llestr llestri
mater materion swydd swyddi
mater materion poced pocedi
mater materion llen llenni
mater materion blaidd bleiddiau
mater materion braich breichiau
mater materion gair geiriau
mater materion llais lleisiau
mater materion nain neiniau
mater materion taid teidiau
mater materion meddwl meddyliau
mater materion taith teithiau
mater materion adwaith adweithiau
mater materion iaith ieithoedd
mater materion tafodiaith tafodieithoedd
mater materion drws drysau
mater materion saer seiri
mater materion rhiant rhieni
mater materion twrch tyrchod
mater materion pastai pasteiod
mater materion dŵr dyfroedd
mater materion pau peuoedd
mater materion angel angylion
mater materion prawf profion
mater materion gwas gweision
mater materion athro athrawon
mater materion cipolwg cipolygon
mater materion capten capteiniaid
mater materion gwraig gwragedd
mater materion car ceir
mater materion iâr ieir
mater materion bardd beirdd
mater materion tarw teirw
mater materion marw meirw
mater materion arth eirth
mater materion brân brain
mater materion alarch elyrch
mater materion porth pyrth
mater materion masnachwr masnachwyr
mater materion gof gofaint
mater materion merch merched
mater materion pryf pryfed
mater materion brawd brodyr
cariad cariadon dyn dynion
cariad cariadon cof cofion
cariad cariadon cyfrifiadur cyfrifiaduron
cariad cariadon cwyn cwynion
cariad cariadon tori torïaid
cariad cariadon creadur creaduriaid
cariad cariadon amatur amaturiaid
cariad cariadon arab arabiaid
cariad cariadon awtocrat awtocratiaid
cariad cariadon offeiriad offeriaid
cariad cariadon beirniad beirniaid
cariad cariadon gwylan gwylanod
cariad cariadon mwnci mwncïod 
cariad cariadon anghenfil angenfilod
cariad cariadon bwgan bwganod
cariad cariadon cath cathod
cariad cariadon llyffant llyffantod
cariad cariadon tylluan tylluanod
cariad cariadon ystlum ystlumod
cariad cariadon cyfres cyfresi
cariad cariadon rhes rhesi
cariad cariadon eglwys eglwysi
cariad cariadon clogwyn clogwyni
cariad cariadon amlen amlenni
cariad cariadon tunell tunelli
cariad cariadon treth trethi
cariad cariadon tref trefi
cariad cariadon llestr llestri
cariad cariadon swydd swyddi
cariad cariadon poced pocedi
cariad cariadon llen llenni
cariad cariadon blaidd bleiddiau
cariad cariadon braich breichiau
cariad cariadon gair geiriau
cariad cariadon llais lleisiau
cariad cariadon nain neiniau
cariad cariadon taid teidiau
cariad cariadon meddwl meddyliau
cariad cariadon taith teithiau
cariad cariadon adwaith adweithiau
cariad cariadon iaith ieithoedd
cariad cariadon tafodiaith tafodieithoedd
cariad cariadon drws drysau
cariad cariadon saer seiri
cariad cariadon rhiant rhieni
cariad cariadon twrch tyrchod
cariad cariadon pastai pasteiod
cariad cariadon dŵr dyfroedd
cariad cariadon pau peuoedd
cariad cariadon angel angylion
cariad cariadon prawf profion
cariad cariadon gwas gweision
cariad cariadon athro athrawon
cariad cariadon cipolwg cipolygon
cariad cariadon capten capteiniaid
cariad cariadon gwraig gwragedd
cariad cariadon car ceir
cariad cariadon iâr ieir
cariad cariadon bardd beirdd
cariad cariadon tarw teirw
cariad cariadon marw meirw
cariad cariadon arth eirth
cariad cariadon brân brain
cariad cariadon alarch elyrch
cariad cariadon porth pyrth
cariad cariadon masnachwr masnachwyr
cariad cariadon gof gofaint
cariad cariadon merch merched
cariad cariadon pryf pryfed
cariad cariadon brawd brodyr
dyn dynion cof cofion
dyn dynion cyfrifiadur cyfrifiaduron
dyn dynion cwyn cwynion
dyn dynion tori torïaid
dyn dynion creadur creaduriaid
dyn dynion amatur amaturiaid
dyn dynion arab arabiaid
dyn dynion awtocrat awtocratiaid
dyn dynion offeiriad offeriaid
dyn dynion beirniad beirniaid
dyn dynion gwylan gwylanod
dyn dynion mwnci mwncïod 
dyn dynion anghenfil angenfilod
dyn dynion bwgan bwganod
dyn dynion cath cathod
dyn dynion llyffant llyffantod
dyn dynion tylluan tylluanod
dyn dynion ystlum ystlumod
dyn dynion cyfres cyfresi
dyn dynion rhes rhesi
dyn dynion eglwys eglwysi
dyn dynion clogwyn clogwyni
dyn dynion amlen amlenni
dyn dynion tunell tunelli
dyn dynion treth trethi
dyn dynion tref trefi
dyn dynion llestr llestri
dyn dynion swydd swyddi
dyn dynion poced pocedi
dyn dynion llen llenni
dyn dynion blaidd bleiddiau
dyn dynion braich breichiau
dyn dynion gair geiriau
dyn dynion llais lleisiau
dyn dynion nain neiniau
dyn dynion taid teidiau
dyn dynion meddwl meddyliau
dyn dynion taith teithiau
dyn dynion adwaith adweithiau
dyn dynion iaith ieithoedd
dyn dynion tafodiaith tafodieithoedd
dyn dynion drws drysau
dyn dynion saer seiri
dyn dynion rhiant rhieni
dyn dynion twrch tyrchod
dyn dynion pastai pasteiod
dyn dynion dŵr dyfroedd
dyn dynion pau peuoedd
dyn dynion angel angylion
dyn dynion prawf profion
dyn dynion gwas gweision
dyn dynion athro athrawon
dyn dynion cipolwg cipolygon
dyn dynion capten capteiniaid
dyn dynion gwraig gwragedd
dyn dynion car ceir
dyn dynion iâr ieir
dyn dynion bardd beirdd
dyn dynion tarw teirw
dyn dynion marw meirw
dyn dynion arth eirth
dyn dynion brân brain
dyn dynion alarch elyrch
dyn dynion porth pyrth
dyn dynion masnachwr masnachwyr
dyn dynion gof gofaint
dyn dynion merch merched
dyn dynion pryf pryfed
dyn dynion brawd brodyr
cof cofion cyfrifiadur cyfrifiaduron
cof cofion cwyn cwynion
cof cofion tori torïaid
cof cofion creadur creaduriaid
cof cofion amatur amaturiaid
cof cofion arab arabiaid
cof cofion awtocrat awtocratiaid
cof cofion offeiriad offeriaid
cof cofion beirniad beirniaid
cof cofion gwylan gwylanod
cof cofion mwnci mwncïod 
cof cofion anghenfil angenfilod
cof cofion bwgan bwganod
cof cofion cath cathod
cof cofion llyffant llyffantod
cof cofion tylluan tylluanod
cof cofion ystlum ystlumod
cof cofion cyfres cyfresi
cof cofion rhes rhesi
cof cofion eglwys eglwysi
cof cofion clogwyn clogwyni
cof cofion amlen amlenni
cof cofion tunell tunelli
cof cofion treth trethi
cof cofion tref trefi
cof cofion llestr llestri
cof cofion swydd swyddi
cof cofion poced pocedi
cof cofion llen llenni
cof cofion blaidd bleiddiau
cof cofion braich breichiau
cof cofion gair geiriau
cof cofion llais lleisiau
cof cofion nain neiniau
cof cofion taid teidiau
cof cofion meddwl meddyliau
cof cofion taith teithiau
cof cofion adwaith adweithiau
cof cofion iaith ieithoedd
cof cofion tafodiaith tafodieithoedd
cof cofion drws drysau
cof cofion saer seiri
cof cofion rhiant rhieni
cof cofion twrch tyrchod
cof cofion pastai pasteiod
cof cofion dŵr dyfroedd
cof cofion pau peuoedd
cof cofion angel angylion
cof cofion prawf profion
cof cofion gwas gweision
cof cofion athro athrawon
cof cofion cipolwg cipolygon
cof cofion capten capteiniaid
cof cofion gwraig gwragedd
cof cofion car ceir
cof cofion iâr ieir
cof cofion bardd beirdd
cof cofion tarw teirw
cof cofion marw meirw
cof cofion arth eirth
cof cofion brân brain
cof cofion alarch elyrch
cof cofion porth pyrth
cof cofion masnachwr masnachwyr
cof cofion gof gofaint
cof cofion merch merched
cof cofion pryf pryfed
cof cofion brawd brodyr
cyfrifiadur cyfrifiaduron cwyn cwynion
cyfrifiadur cyfrifiaduron tori torïaid
cyfrifiadur cyfrifiaduron creadur creaduriaid
cyfrifiadur cyfrifiaduron amatur amaturiaid
cyfrifiadur cyfrifiaduron arab arabiaid
cyfrifiadur cyfrifiaduron awtocrat awtocratiaid
cyfrifiadur cyfrifiaduron offeiriad offeriaid
cyfrifiadur cyfrifiaduron beirniad beirniaid
cyfrifiadur cyfrifiaduron gwylan gwylanod
cyfrifiadur cyfrifiaduron mwnci mwncïod 
cyfrifiadur cyfrifiaduron anghenfil angenfilod
cyfrifiadur cyfrifiaduron bwgan bwganod
cyfrifiadur cyfrifiaduron cath cathod
cyfrifiadur cyfrifiaduron llyffant llyffantod
cyfrifiadur cyfrifiaduron tylluan tylluanod
cyfrifiadur cyfrifiaduron ystlum ystlumod
cyfrifiadur cyfrifiaduron cyfres cyfresi
cyfrifiadur cyfrifiaduron rhes rhesi
cyfrifiadur cyfrifiaduron eglwys eglwysi
cyfrifiadur cyfrifiaduron clogwyn clogwyni
cyfrifiadur cyfrifiaduron amlen amlenni
cyfrifiadur cyfrifiaduron tunell tunelli
cyfrifiadur cyfrifiaduron treth trethi
cyfrifiadur cyfrifiaduron tref trefi
cyfrifiadur cyfrifiaduron llestr llestri
cyfrifiadur cyfrifiaduron swydd swyddi
cyfrifiadur cyfrifiaduron poced pocedi
cyfrifiadur cyfrifiaduron llen llenni
cyfrifiadur cyfrifiaduron blaidd bleiddiau
cyfrifiadur cyfrifiaduron braich breichiau
cyfrifiadur cyfrifiaduron gair geiriau
cyfrifiadur cyfrifiaduron llais lleisiau
cyfrifiadur cyfrifiaduron nain neiniau
cyfrifiadur cyfrifiaduron taid teidiau
cyfrifiadur cyfrifiaduron meddwl meddyliau
cyfrifiadur cyfrifiaduron taith teithiau
cyfrifiadur cyfrifiaduron adwaith adweithiau
cyfrifiadur cyfrifiaduron iaith ieithoedd
cyfrifiadur cyfrifiaduron tafodiaith tafodieithoedd
cyfrifiadur cyfrifiaduron drws drysau
cyfrifiadur cyfrifiaduron saer seiri
cyfrifiadur cyfrifiaduron rhiant rhieni
cyfrifiadur cyfrifiaduron twrch tyrchod
cyfrifiadur cyfrifiaduron pastai pasteiod
cyfrifiadur cyfrifiaduron dŵr dyfroedd
cyfrifiadur cyfrifiaduron pau peuoedd
cyfrifiadur cyfrifiaduron angel angylion
cyfrifiadur cyfrifiaduron prawf profion
cyfrifiadur cyfrifiaduron gwas gweision
cyfrifiadur cyfrifiaduron athro athrawon
cyfrifiadur cyfrifiaduron cipolwg cipolygon
cyfrifiadur cyfrifiaduron capten capteiniaid
cyfrifiadur cyfrifiaduron gwraig gwragedd
cyfrifiadur cyfrifiaduron car ceir
cyfrifiadur cyfrifiaduron iâr ieir
cyfrifiadur cyfrifiaduron bardd beirdd
cyfrifiadur cyfrifiaduron tarw teirw
cyfrifiadur cyfrifiaduron marw meirw
cyfrifiadur cyfrifiaduron arth eirth
cyfrifiadur cyfrifiaduron brân brain
cyfrifiadur cyfrifiaduron alarch elyrch
cyfrifiadur cyfrifiaduron porth pyrth
cyfrifiadur cyfrifiaduron masnachwr masnachwyr
cyfrifiadur cyfrifiaduron gof gofaint
cyfrifiadur cyfrifiaduron merch merched
cyfrifiadur cyfrifiaduron pryf pryfed
cyfrifiadur cyfrifiaduron brawd brodyr
cwyn cwynion tori torïaid
cwyn cwynion creadur creaduriaid
cwyn cwynion amatur amaturiaid
cwyn cwynion arab arabiaid
cwyn cwynion awtocrat awtocratiaid
cwyn cwynion offeiriad offeriaid
cwyn cwynion beirniad beirniaid
cwyn cwynion gwylan gwylanod
cwyn cwynion mwnci mwncïod 
cwyn cwynion anghenfil angenfilod
cwyn cwynion bwgan bwganod
cwyn cwynion cath cathod
cwyn cwynion llyffant llyffantod
cwyn cwynion tylluan tylluanod
cwyn cwynion ystlum ystlumod
cwyn cwynion cyfres cyfresi
cwyn cwynion rhes rhesi
cwyn cwynion eglwys eglwysi
cwyn cwynion clogwyn clogwyni
cwyn cwynion amlen amlenni
cwyn cwynion tunell tunelli
cwyn cwynion treth trethi
cwyn cwynion tref trefi
cwyn cwynion llestr llestri
cwyn cwynion swydd swyddi
cwyn cwynion poced pocedi
cwyn cwynion llen llenni
cwyn cwynion blaidd bleiddiau
cwyn cwynion braich breichiau
cwyn cwynion gair geiriau
cwyn cwynion llais lleisiau
cwyn cwynion nain neiniau
cwyn cwynion taid teidiau
cwyn cwynion meddwl meddyliau
cwyn cwynion taith teithiau
cwyn cwynion adwaith adweithiau
cwyn cwynion iaith ieithoedd
cwyn cwynion tafodiaith tafodieithoedd
cwyn cwynion drws drysau
cwyn cwynion saer seiri
cwyn cwynion rhiant rhieni
cwyn cwynion twrch tyrchod
cwyn cwynion pastai pasteiod
cwyn cwynion dŵr dyfroedd
cwyn cwynion pau peuoedd
cwyn cwynion angel angylion
cwyn cwynion prawf profion
cwyn cwynion gwas gweision
cwyn cwynion athro athrawon
cwyn cwynion cipolwg cipolygon
cwyn cwynion capten capteiniaid
cwyn cwynion gwraig gwragedd
cwyn cwynion car ceir
cwyn cwynion iâr ieir
cwyn cwynion bardd beirdd
cwyn cwynion tarw teirw
cwyn cwynion marw meirw
cwyn cwynion arth eirth
cwyn cwynion brân brain
cwyn cwynion alarch elyrch
cwyn cwynion porth pyrth
cwyn cwynion masnachwr masnachwyr
cwyn cwynion gof gofaint
cwyn cwynion merch merched
cwyn cwynion pryf pryfed
cwyn cwynion brawd brodyr
tori torïaid creadur creaduriaid
tori torïaid amatur amaturiaid
tori torïaid arab arabiaid
tori torïaid awtocrat awtocratiaid
tori torïaid offeiriad offeriaid
tori torïaid beirniad beirniaid
tori torïaid gwylan gwylanod
tori torïaid mwnci mwncïod 
tori torïaid anghenfil angenfilod
tori torïaid bwgan bwganod
tori torïaid cath cathod
tori torïaid llyffant llyffantod
tori torïaid tylluan tylluanod
tori torïaid ystlum ystlumod
tori torïaid cyfres cyfresi
tori torïaid rhes rhesi
tori torïaid eglwys eglwysi
tori torïaid clogwyn clogwyni
tori torïaid amlen amlenni
tori torïaid tunell tunelli
tori torïaid treth trethi
tori torïaid tref trefi
tori torïaid llestr llestri
tori torïaid swydd swyddi
tori torïaid poced pocedi
tori torïaid llen llenni
tori torïaid blaidd bleiddiau
tori torïaid braich breichiau
tori torïaid gair geiriau
tori torïaid llais lleisiau
tori torïaid nain neiniau
tori torïaid taid teidiau
tori torïaid meddwl meddyliau
tori torïaid taith teithiau
tori torïaid adwaith adweithiau
tori torïaid iaith ieithoedd
tori torïaid tafodiaith tafodieithoedd
tori torïaid drws drysau
tori torïaid saer seiri
tori torïaid rhiant rhieni
tori torïaid twrch tyrchod
tori torïaid pastai pasteiod
tori torïaid dŵr dyfroedd
tori torïaid pau peuoedd
tori torïaid angel angylion
tori torïaid prawf profion
tori torïaid gwas gweision
tori torïaid athro athrawon
tori torïaid cipolwg cipolygon
tori torïaid capten capteiniaid
tori torïaid gwraig gwragedd
tori torïaid car ceir
tori torïaid iâr ieir
tori torïaid bardd beirdd
tori torïaid tarw teirw
tori torïaid marw meirw
tori torïaid arth eirth
tori torïaid brân brain
tori torïaid alarch elyrch
tori torïaid porth pyrth
tori torïaid masnachwr masnachwyr
tori torïaid gof gofaint
tori torïaid merch merched
tori torïaid pryf pryfed
tori torïaid brawd brodyr
creadur creaduriaid amatur amaturiaid
creadur creaduriaid arab arabiaid
creadur creaduriaid awtocrat awtocratiaid
creadur creaduriaid offeiriad offeriaid
creadur creaduriaid beirniad beirniaid
creadur creaduriaid gwylan gwylanod
creadur creaduriaid mwnci mwncïod 
creadur creaduriaid anghenfil angenfilod
creadur creaduriaid bwgan bwganod
creadur creaduriaid cath cathod
creadur creaduriaid llyffant llyffantod
creadur creaduriaid tylluan tylluanod
creadur creaduriaid ystlum ystlumod
creadur creaduriaid cyfres cyfresi
creadur creaduriaid rhes rhesi
creadur creaduriaid eglwys eglwysi
creadur creaduriaid clogwyn clogwyni
creadur creaduriaid amlen amlenni
creadur creaduriaid tunell tunelli
creadur creaduriaid treth trethi
creadur creaduriaid tref trefi
creadur creaduriaid llestr llestri
creadur creaduriaid swydd swyddi
creadur creaduriaid poced pocedi
creadur creaduriaid llen llenni
creadur creaduriaid blaidd bleiddiau
creadur creaduriaid braich breichiau
creadur creaduriaid gair geiriau
creadur creaduriaid llais lleisiau
creadur creaduriaid nain neiniau
creadur creaduriaid taid teidiau
creadur creaduriaid meddwl meddyliau
creadur creaduriaid taith teithiau
creadur creaduriaid adwaith adweithiau
creadur creaduriaid iaith ieithoedd
creadur creaduriaid tafodiaith tafodieithoedd
creadur creaduriaid drws drysau
creadur creaduriaid saer seiri
creadur creaduriaid rhiant rhieni
creadur creaduriaid twrch tyrchod
creadur creaduriaid pastai pasteiod
creadur creaduriaid dŵr dyfroedd
creadur creaduriaid pau peuoedd
creadur creaduriaid angel angylion
creadur creaduriaid prawf profion
creadur creaduriaid gwas gweision
creadur creaduriaid athro athrawon
creadur creaduriaid cipolwg cipolygon
creadur creaduriaid capten capteiniaid
creadur creaduriaid gwraig gwragedd
creadur creaduriaid car ceir
creadur creaduriaid iâr ieir
creadur creaduriaid bardd beirdd
creadur creaduriaid tarw teirw
creadur creaduriaid marw meirw
creadur creaduriaid arth eirth
creadur creaduriaid brân brain
creadur creaduriaid alarch elyrch
creadur creaduriaid porth pyrth
creadur creaduriaid masnachwr masnachwyr
creadur creaduriaid gof gofaint
creadur creaduriaid merch merched
creadur creaduriaid pryf pryfed
creadur creaduriaid brawd brodyr
amatur amaturiaid arab arabiaid
amatur amaturiaid awtocrat awtocratiaid
amatur amaturiaid offeiriad offeriaid
amatur amaturiaid beirniad beirniaid
amatur amaturiaid gwylan gwylanod
amatur amaturiaid mwnci mwncïod 
amatur amaturiaid anghenfil angenfilod
amatur amaturiaid bwgan bwganod
amatur amaturiaid cath cathod
amatur amaturiaid llyffant llyffantod
amatur amaturiaid tylluan tylluanod
amatur amaturiaid ystlum ystlumod
amatur amaturiaid cyfres cyfresi
amatur amaturiaid rhes rhesi
amatur amaturiaid eglwys eglwysi
amatur amaturiaid clogwyn clogwyni
amatur amaturiaid amlen amlenni
amatur amaturiaid tunell tunelli
amatur amaturiaid treth trethi
amatur amaturiaid tref trefi
amatur amaturiaid llestr llestri
amatur amaturiaid swydd swyddi
amatur amaturiaid poced pocedi
amatur amaturiaid llen llenni
amatur amaturiaid blaidd bleiddiau
amatur amaturiaid braich breichiau
amatur amaturiaid gair geiriau
amatur amaturiaid llais lleisiau
amatur amaturiaid nain neiniau
amatur amaturiaid taid teidiau
amatur amaturiaid meddwl meddyliau
amatur amaturiaid taith teithiau
amatur amaturiaid adwaith adweithiau
amatur amaturiaid iaith ieithoedd
amatur amaturiaid tafodiaith tafodieithoedd
amatur amaturiaid drws drysau
amatur amaturiaid saer seiri
amatur amaturiaid rhiant rhieni
amatur amaturiaid twrch tyrchod
amatur amaturiaid pastai pasteiod
amatur amaturiaid dŵr dyfroedd
amatur amaturiaid pau peuoedd
amatur amaturiaid angel angylion
amatur amaturiaid prawf profion
amatur amaturiaid gwas gweision
amatur amaturiaid athro athrawon
amatur amaturiaid cipolwg cipolygon
amatur amaturiaid capten capteiniaid
amatur amaturiaid gwraig gwragedd
amatur amaturiaid car ceir
amatur amaturiaid iâr ieir
amatur amaturiaid bardd beirdd
amatur amaturiaid tarw teirw
amatur amaturiaid marw meirw
amatur amaturiaid arth eirth
amatur amaturiaid brân brain
amatur amaturiaid alarch elyrch
amatur amaturiaid porth pyrth
amatur amaturiaid masnachwr masnachwyr
amatur amaturiaid gof gofaint
amatur amaturiaid merch merched
amatur amaturiaid pryf pryfed
amatur amaturiaid brawd brodyr
arab arabiaid awtocrat awtocratiaid
arab arabiaid offeiriad offeriaid
arab arabiaid beirniad beirniaid
arab arabiaid gwylan gwylanod
arab arabiaid mwnci mwncïod 
arab arabiaid anghenfil angenfilod
arab arabiaid bwgan bwganod
arab arabiaid cath cathod
arab arabiaid llyffant llyffantod
arab arabiaid tylluan tylluanod
arab arabiaid ystlum ystlumod
arab arabiaid cyfres cyfresi
arab arabiaid rhes rhesi
arab arabiaid eglwys eglwysi
arab arabiaid clogwyn clogwyni
arab arabiaid amlen amlenni
arab arabiaid tunell tunelli
arab arabiaid treth trethi
arab arabiaid tref trefi
arab arabiaid llestr llestri
arab arabiaid swydd swyddi
arab arabiaid poced pocedi
arab arabiaid llen llenni
arab arabiaid blaidd bleiddiau
arab arabiaid braich breichiau
arab arabiaid gair geiriau
arab arabiaid llais lleisiau
arab arabiaid nain neiniau
arab arabiaid taid teidiau
arab arabiaid meddwl meddyliau
arab arabiaid taith teithiau
arab arabiaid adwaith adweithiau
arab arabiaid iaith ieithoedd
arab arabiaid tafodiaith tafodieithoedd
arab arabiaid drws drysau
arab arabiaid saer seiri
arab arabiaid rhiant rhieni
arab arabiaid twrch tyrchod
arab arabiaid pastai pasteiod
arab arabiaid dŵr dyfroedd
arab arabiaid pau peuoedd
arab arabiaid angel angylion
arab arabiaid prawf profion
arab arabiaid gwas gweision
arab arabiaid athro athrawon
arab arabiaid cipolwg cipolygon
arab arabiaid capten capteiniaid
arab arabiaid gwraig gwragedd
arab arabiaid car ceir
arab arabiaid iâr ieir
arab arabiaid bardd beirdd
arab arabiaid tarw teirw
arab arabiaid marw meirw
arab arabiaid arth eirth
arab arabiaid brân brain
arab arabiaid alarch elyrch
arab arabiaid porth pyrth
arab arabiaid masnachwr masnachwyr
arab arabiaid gof gofaint
arab arabiaid merch merched
arab arabiaid pryf pryfed
arab arabiaid brawd brodyr
awtocrat awtocratiaid offeiriad offeriaid
awtocrat awtocratiaid beirniad beirniaid
awtocrat awtocratiaid gwylan gwylanod
awtocrat awtocratiaid mwnci mwncïod 
awtocrat awtocratiaid anghenfil angenfilod
awtocrat awtocratiaid bwgan bwganod
awtocrat awtocratiaid cath cathod
awtocrat awtocratiaid llyffant llyffantod
awtocrat awtocratiaid tylluan tylluanod
awtocrat awtocratiaid ystlum ystlumod
awtocrat awtocratiaid cyfres cyfresi
awtocrat awtocratiaid rhes rhesi
awtocrat awtocratiaid eglwys eglwysi
awtocrat awtocratiaid clogwyn clogwyni
awtocrat awtocratiaid amlen amlenni
awtocrat awtocratiaid tunell tunelli
awtocrat awtocratiaid treth trethi
awtocrat awtocratiaid tref trefi
awtocrat awtocratiaid llestr llestri
awtocrat awtocratiaid swydd swyddi
awtocrat awtocratiaid poced pocedi
awtocrat awtocratiaid llen llenni
awtocrat awtocratiaid blaidd bleiddiau
awtocrat awtocratiaid braich breichiau
awtocrat awtocratiaid gair geiriau
awtocrat awtocratiaid llais lleisiau
awtocrat awtocratiaid nain neiniau
awtocrat awtocratiaid taid teidiau
awtocrat awtocratiaid meddwl meddyliau
awtocrat awtocratiaid taith teithiau
awtocrat awtocratiaid adwaith adweithiau
awtocrat awtocratiaid iaith ieithoedd
awtocrat awtocratiaid tafodiaith tafodieithoedd
awtocrat awtocratiaid drws drysau
awtocrat awtocratiaid saer seiri
awtocrat awtocratiaid rhiant rhieni
awtocrat awtocratiaid twrch tyrchod
awtocrat awtocratiaid pastai pasteiod
awtocrat awtocratiaid dŵr dyfroedd
awtocrat awtocratiaid pau peuoedd
awtocrat awtocratiaid angel angylion
awtocrat awtocratiaid prawf profion
awtocrat awtocratiaid gwas gweision
awtocrat awtocratiaid athro athrawon
awtocrat awtocratiaid cipolwg cipolygon
awtocrat awtocratiaid capten capteiniaid
awtocrat awtocratiaid gwraig gwragedd
awtocrat awtocratiaid car ceir
awtocrat awtocratiaid iâr ieir
awtocrat awtocratiaid bardd beirdd
awtocrat awtocratiaid tarw teirw
awtocrat awtocratiaid marw meirw
awtocrat awtocratiaid arth eirth
awtocrat awtocratiaid brân brain
awtocrat awtocratiaid alarch elyrch
awtocrat awtocratiaid porth pyrth
awtocrat awtocratiaid masnachwr masnachwyr
awtocrat awtocratiaid gof gofaint
awtocrat awtocratiaid merch merched
awtocrat awtocratiaid pryf pryfed
awtocrat awtocratiaid brawd brodyr
offeiriad offeriaid beirniad beirniaid
offeiriad offeriaid gwylan gwylanod
offeiriad offeriaid mwnci mwncïod 
offeiriad offeriaid anghenfil angenfilod
offeiriad offeriaid bwgan bwganod
offeiriad offeriaid cath cathod
offeiriad offeriaid llyffant llyffantod
offeiriad offeriaid tylluan tylluanod
offeiriad offeriaid ystlum ystlumod
offeiriad offeriaid cyfres cyfresi
offeiriad offeriaid rhes rhesi
offeiriad offeriaid eglwys eglwysi
offeiriad offeriaid clogwyn clogwyni
offeiriad offeriaid amlen amlenni
offeiriad offeriaid tunell tunelli
offeiriad offeriaid treth trethi
offeiriad offeriaid tref trefi
offeiriad offeriaid llestr llestri
offeiriad offeriaid swydd swyddi
offeiriad offeriaid poced pocedi
offeiriad offeriaid llen llenni
offeiriad offeriaid blaidd bleiddiau
offeiriad offeriaid braich breichiau
offeiriad offeriaid gair geiriau
offeiriad offeriaid llais lleisiau
offeiriad offeriaid nain neiniau
offeiriad offeriaid taid teidiau
offeiriad offeriaid meddwl meddyliau
offeiriad offeriaid taith teithiau
offeiriad offeriaid adwaith adweithiau
offeiriad offeriaid iaith ieithoedd
offeiriad offeriaid tafodiaith tafodieithoedd
offeiriad offeriaid drws drysau
offeiriad offeriaid saer seiri
offeiriad offeriaid rhiant rhieni
offeiriad offeriaid twrch tyrchod
offeiriad offeriaid pastai pasteiod
offeiriad offeriaid dŵr dyfroedd
offeiriad offeriaid pau peuoedd
offeiriad offeriaid angel angylion
offeiriad offeriaid prawf profion
offeiriad offeriaid gwas gweision
offeiriad offeriaid athro athrawon
offeiriad offeriaid cipolwg cipolygon
offeiriad offeriaid capten capteiniaid
offeiriad offeriaid gwraig gwragedd
offeiriad offeriaid car ceir
offeiriad offeriaid iâr ieir
offeiriad offeriaid bardd beirdd
offeiriad offeriaid tarw teirw
offeiriad offeriaid marw meirw
offeiriad offeriaid arth eirth
offeiriad offeriaid brân brain
offeiriad offeriaid alarch elyrch
offeiriad offeriaid porth pyrth
offeiriad offeriaid masnachwr masnachwyr
offeiriad offeriaid gof gofaint
offeiriad offeriaid merch merched
offeiriad offeriaid pryf pryfed
offeiriad offeriaid brawd brodyr
beirniad beirniaid gwylan gwylanod
beirniad beirniaid mwnci mwncïod 
beirniad beirniaid anghenfil angenfilod
beirniad beirniaid bwgan bwganod
beirniad beirniaid cath cathod
beirniad beirniaid llyffant llyffantod
beirniad beirniaid tylluan tylluanod
beirniad beirniaid ystlum ystlumod
beirniad beirniaid cyfres cyfresi
beirniad beirniaid rhes rhesi
beirniad beirniaid eglwys eglwysi
beirniad beirniaid clogwyn clogwyni
beirniad beirniaid amlen amlenni
beirniad beirniaid tunell tunelli
beirniad beirniaid treth trethi
beirniad beirniaid tref trefi
beirniad beirniaid llestr llestri
beirniad beirniaid swydd swyddi
beirniad beirniaid poced pocedi
beirniad beirniaid llen llenni
beirniad beirniaid blaidd bleiddiau
beirniad beirniaid braich breichiau
beirniad beirniaid gair geiriau
beirniad beirniaid llais lleisiau
beirniad beirniaid nain neiniau
beirniad beirniaid taid teidiau
beirniad beirniaid meddwl meddyliau
beirniad beirniaid taith teithiau
beirniad beirniaid adwaith adweithiau
beirniad beirniaid iaith ieithoedd
beirniad beirniaid tafodiaith tafodieithoedd
beirniad beirniaid drws drysau
beirniad beirniaid saer seiri
beirniad beirniaid rhiant rhieni
beirniad beirniaid twrch tyrchod
beirniad beirniaid pastai pasteiod
beirniad beirniaid dŵr dyfroedd
beirniad beirniaid pau peuoedd
beirniad beirniaid angel angylion
beirniad beirniaid prawf profion
beirniad beirniaid gwas gweision
beirniad beirniaid athro athrawon
beirniad beirniaid cipolwg cipolygon
beirniad beirniaid capten capteiniaid
beirniad beirniaid gwraig gwragedd
beirniad beirniaid car ceir
beirniad beirniaid iâr ieir
beirniad beirniaid bardd beirdd
beirniad beirniaid tarw teirw
beirniad beirniaid marw meirw
beirniad beirniaid arth eirth
beirniad beirniaid brân brain
beirniad beirniaid alarch elyrch
beirniad beirniaid porth pyrth
beirniad beirniaid masnachwr masnachwyr
beirniad beirniaid gof gofaint
beirniad beirniaid merch merched
beirniad beirniaid pryf pryfed
beirniad beirniaid brawd brodyr
gwylan gwylanod mwnci mwncïod 
gwylan gwylanod anghenfil angenfilod
gwylan gwylanod bwgan bwganod
gwylan gwylanod cath cathod
gwylan gwylanod llyffant llyffantod
gwylan gwylanod tylluan tylluanod
